Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,FBI Code,Location,Time,Seconds,Hour,NEW LOCATION,Latitude,Longitude,simple location
HY413299,9/5/2015 9:00,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,6,"(41.730203129, -87.6086377)",9:00:00,0,9, Chatham,41.73020313,-87.6086377,Middle City
HY413358,9/6/2015 23:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.962367094, -87.766137991)",11:00:00,0,11, Portage Park,41.96236709,-87.76613799,Upper Town
HY413455,9/7/2015 1:00,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,08B,"(41.918897684, -87.782862805)",1:00:00,0,1, Belmont Cragin,41.91889768,-87.78286281,West Side
HY413457,9/7/2015 0:51,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,15,"(41.779059693, -87.615596501)",12:51:00,0,12, Woodlawn,41.77905969,-87.6155965,Middle City
HY413514,9/7/2015 2:31,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.893676531, -87.635628328)",2:31:00,0,2, River North,41.89367653,-87.63562833,Upper Town
HY413510,9/7/2015 2:55,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,14,"(41.755969369, -87.653064597)",2:55:00,0,2, Auburn Gresham,41.75596937,-87.6530646,Lower Town
HY413475,9/7/2015 1:27,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,08B,"(41.753603408, -87.646544124)",1:27:00,0,1, Auburn Gresham,41.75360341,-87.64654412,Lower Town
HY413472,9/7/2015 0:38,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,FALSE,26,"(41.721895856, -87.613841024)",12:38:00,0,12, Roseland,41.72189586,-87.61384102,East Side
HY413518,9/7/2015 2:50,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,08A,"(41.757327195, -87.644213747)",2:50:00,0,2, Auburn Gresham,41.7573272,-87.64421375,Lower Town
HY409488,9/3/2015 22:35,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,08B,"(41.75424487, -87.602825983)",10:35:00,0,10, Greater Grand Crossing,41.75424487,-87.60282598,Middle City
HY413487,9/7/2015 1:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.70584749, -87.538912977)",1:30:00,0,1, East Side,41.70584749,-87.53891298,East Side
HY413485,9/7/2015 1:40,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.705940789, -87.538911828)",1:40:00,0,1, East Side,41.70594079,-87.53891183,East Side
HY413490,9/7/2015 1:36,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,08B,"(41.93344555, -87.74002874)",1:36:00,0,1, Beat 2521,41.93344555,-87.74002874,Upper Town
HY412178,9/5/2015 23:30,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,TRUE,14,"(41.917145904, -87.728139324)",11:30:00,0,11, Hermosa,41.9171459,-87.72813932,West Side
HY413303,9/6/2015 22:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.935547253, -87.642776272)",10:00:00,0,10, Lake View,41.93554725,-87.64277627,Upper Town
HY413504,9/7/2015 2:31,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,08B,"(41.87794002, -87.647759117)",2:31:00,0,2, Near West Side,41.87794002,-87.64775912,Upper Town
HY413400,9/6/2015 17:20,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,08B,"(41.876860431, -87.725537965)",5:20:00,0,5, West Garfield Park,41.87686043,-87.72553797,West Side
HY413493,9/7/2015 2:20,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,14,"(41.879204768, -87.648160539)",2:20:00,0,2, Near West Side,41.87920477,-87.64816054,Upper Town
HY413505,9/7/2015 0:30,KIDNAPPING,UNLAWFUL RESTRAINT,SIDEWALK,FALSE,FALSE,26,"(41.723179537, -87.619013704)",12:30:00,0,12, Roseland,41.72317954,-87.6190137,East Side
HY413433,9/7/2015 0:42,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,TRUE,14,"(41.735186152, -87.661831652)",12:42:00,0,12, Auburn Gresham,41.73518615,-87.66183165,Lower Town
HY413465,9/6/2015 22:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,TRUE,TRUE,04A,"(41.776105804, -87.611926629)",10:00:00,0,10, Woodlawn,41.7761058,-87.61192663,Middle City
HY413507,9/7/2015 1:40,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,6,"(41.736345716, -87.585636406)",1:40:00,0,1, Calumet Heights,41.73634572,-87.58563641,East Side
HY413408,9/6/2015 23:50,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,08B,"(41.735105872, -87.653314111)",11:50:00,0,11, Auburn Gresham,41.73510587,-87.65331411,Lower Town
HY413247,9/1/2015 9:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,26,"(42.014998641, -87.679076457)",9:00:00,0,9, Rogers Park,42.01499864,-87.67907646,Upper Town
HY413297,9/6/2015 21:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.91747793, -87.750953207)",9:00:00,0,9, Beat 2522,41.91747793,-87.75095321,Upper Town
HY413322,9/6/2015 23:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,"(41.923646223, -87.78941054)",11:00:00,0,11, Belmont Cragin,41.92364622,-87.78941054,West Side
HY413521,9/7/2015 3:00,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,TRUE,26,"(41.889992497, -87.76205198)",3:00:00,0,3, Austin,41.8899925,-87.76205198,West Side
HY413520,9/7/2015 3:00,BATTERY,SIMPLE,CTA BUS STOP,FALSE,FALSE,08B,"(41.938191685, -87.727157509)",3:00:00,0,3, Beat 2523,41.93819169,-87.72715751,Upper Town
HY413513,9/7/2015 0:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,FALSE,FALSE,04B,"(41.924037759, -87.761549941)",12:00:00,0,12, Belmont Cragin,41.92403776,-87.76154994,West Side
HY413480,9/4/2015 8:00,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,6,"(41.936084101, -87.721462368)",8:00:00,0,8, Beat 2523,41.9360841,-87.72146237,Upper Town
HY413476,9/7/2015 1:20,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.781534778, -87.605955453)",1:20:00,0,1, Woodlawn,41.78153478,-87.60595545,Middle City
HY413464,9/6/2015 6:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,14,"(41.790754583, -87.739927261)",6:00:00,0,6, Garfield Ridge,41.79075458,-87.73992726,Lower Town
HY413454,9/7/2015 0:30,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,08B,"(41.795041602, -87.673114725)",12:30:00,0,12, New City,41.7950416,-87.67311473,Middle City
HY413516,9/7/2015 1:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.801807611, -87.633475373)",1:30:00,0,1, Fuller Park,41.80180761,-87.63347537,Middle City
HY413430,9/6/2015 2:00,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,3,"(41.943563532, -87.652959761)",2:00:00,0,2, Lake View,41.94356353,-87.65295976,Upper Town
HY413488,9/7/2015 1:10,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,08B,"(41.849026169, -87.721026433)",1:10:00,0,1, South Lawndale,41.84902617,-87.72102643,Lower Town
HY413344,9/6/2015 12:00,THEFT,OVER $500,STREET,FALSE,FALSE,6,"(41.883497838, -87.669366183)",12:00:00,0,12, Near West Side,41.88349784,-87.66936618,Upper Town
HY413522,9/7/2015 2:40,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.713872053, -87.537352792)",2:40:00,0,2, East Side,41.71387205,-87.53735279,East Side
HY413535,9/7/2015 3:00,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,6,"(41.938578988, -87.809186242)",3:00:00,0,3, Dunning,41.93857899,-87.80918624,Upper Town
HY413533,9/6/2015 23:30,THEFT,FROM BUILDING,GAS STATION,FALSE,FALSE,6,"(41.942690838, -87.678437826)",11:30:00,0,11, North Center,41.94269084,-87.67843783,Upper Town
HY413526,9/6/2015 23:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,5,"(41.919291916, -87.759685325)",11:00:00,0,11, Beat 2515,41.91929192,-87.75968533,Upper Town
HY413509,9/7/2015 2:17,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,26,"(41.951344901, -87.815794388)",2:17:00,0,2, Dunning,41.9513449,-87.81579439,Upper Town
HY413531,9/6/2015 23:45,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.882715299, -87.766593278)",11:45:00,0,11, Austin,41.8827153,-87.76659328,West Side
HY413390,9/6/2015 18:00,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,6,"(41.799808989, -87.723350952)",6:00:00,0,6, West Elsdon,41.79980899,-87.72335095,Lower Town
HY413453,9/7/2015 0:50,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,04B,"(41.76015578, -87.556752911)",12:50:00,0,12, South Shore,41.76015578,-87.55675291,Lower Town
HY413415,9/7/2015 0:07,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,TRUE,FALSE,08A,"(41.877568895, -87.684489882)",12:07:00,0,12, Near West Side,41.8775689,-87.68448988,Upper Town
HY413506,9/6/2015 23:15,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,5,"(41.872737241, -87.661745027)",11:15:00,0,11, Near West Side,41.87273724,-87.66174503,Upper Town
HY413529,9/7/2015 3:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,04B,"(41.780683143, -87.665459906)",3:00:00,0,3, West Englewood,41.78068314,-87.66545991,Lower Town
HY413542,9/7/2015 3:35,THEFT,$500 AND UNDER,BAR OR TAVERN,TRUE,FALSE,6,"(41.88705768, -87.647514742)",3:35:00,0,3, Near West Side,41.88705768,-87.64751474,Upper Town
HY413416,9/6/2015 23:04,OTHER OFFENSE,TELEPHONE THREAT,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,26,"(41.966012124, -87.65963743)",11:04:00,0,11, Uptown,41.96601212,-87.65963743,Upper Town
HY413360,9/6/2015 15:30,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,7,"(41.998434162, -87.683807982)",3:30:00,0,3, West Ridge,41.99843416,-87.68380798,Upper Town
HY413547,9/7/2015 3:45,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,08B,"(41.947797538, -87.802174154)",3:45:00,0,3, Dunning,41.94779754,-87.80217415,Upper Town
HY413486,9/7/2015 2:10,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,6,"(41.99094269, -87.689685077)",2:10:00,0,2, West Ridge,41.99094269,-87.68968508,Upper Town
HY413546,9/7/2015 3:55,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.909526576, -87.753949818)",3:55:00,0,3, Austin,41.90952658,-87.75394982,West Side
HY413468,9/6/2015 12:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.762214524, -87.606320311)",12:30:00,0,12, Greater Grand Crossing,41.76221452,-87.60632031,Middle City
HY413530,9/7/2015 3:10,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,08B,"(41.858443981, -87.712754265)",3:10:00,0,3, North Lawndale,41.85844398,-87.71275427,West Side
HY413532,9/6/2015 12:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,TRUE,5,"(41.765078582, -87.609205731)",12:00:00,0,12, Greater Grand Crossing,41.76507858,-87.60920573,Middle City
HY413338,9/6/2015 20:45,SEX OFFENSE,OTHER,STREET,FALSE,FALSE,17,"(41.80766116, -87.689303885)",8:45:00,0,8, Brighton Park,41.80766116,-87.68930389,Lower Town
HY413484,9/7/2015 2:05,BATTERY,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,FALSE,FALSE,04B,"(41.936209151, -87.744325294)",2:05:00,0,2, Belmont Cragin,41.93620915,-87.74432529,West Side
HY413501,9/7/2015 2:10,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.853853291, -87.625519384)",2:10:00,0,2, Near South Side,41.85385329,-87.62551938,Upper Town
HY411076,9/5/2015 2:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,FALSE,FALSE,04B,"(41.947769384, -87.656965961)",2:00:00,0,2, Lake View,41.94776938,-87.65696596,Upper Town
HY413311,9/4/2015 7:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,26,"(41.803653573, -87.603772447)",7:00:00,0,7, Kenwood,41.80365357,-87.60377245,Middle City
HY413550,9/7/2015 4:20,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,04B,"(41.833669032, -87.620600943)",4:20:00,0,4, Douglas,41.83366903,-87.62060094,Middle City
HY413243,9/6/2015 21:16,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,08B,"(41.799580127, -87.619346782)",9:16:00,0,9, Washington Park,41.79958013,-87.61934678,Middle City
HY413515,9/7/2015 2:21,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,26,"(41.939444419, -87.689596768)",2:21:00,0,2, North Center,41.93944442,-87.68959677,Upper Town
HY413289,9/6/2015 15:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,26,"(42.014955662, -87.668729189)",3:00:00,0,3, Rogers Park,42.01495566,-87.66872919,Upper Town
HY413461,9/6/2015 13:00,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,14,"(41.866216769, -87.621623622)",1:00:00,0,1, The Grant,41.86621677,-87.62162362,Upper Town
HY413540,9/7/2015 4:00,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,14,"(41.713375428, -87.667684444)",4:00:00,0,4, Beverly,41.71337543,-87.66768444,Middle City
HY413558,9/6/2015 16:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,"(41.69160718, -87.697697663)",4:00:00,0,4, Mount Greenwood,41.69160718,-87.69769766,Middle City
HY413554,9/7/2015 4:10,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,3,"(41.947782221, -87.665251466)",4:10:00,0,4, Lake View,41.94778222,-87.66525147,Upper Town
HY412913,9/6/2015 13:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,FALSE,FALSE,11,"(41.903996883, -87.643230238)",1:00:00,0,1, River North,41.90399688,-87.64323024,Upper Town
HY413537,9/7/2015 3:05,THEFT,$500 AND UNDER,SIDEWALK,TRUE,FALSE,6,"(41.943083876, -87.649362673)",3:05:00,0,3, Lake View,41.94308388,-87.64936267,Upper Town
HY413569,9/7/2015 4:20,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.929218212, -87.642631393)",4:20:00,0,4, Lincoln Park,41.92921821,-87.64263139,Upper Town
HY413226,9/6/2015 21:00,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,6,"(41.932863716, -87.653867313)",9:00:00,0,9, Lake View,41.93286372,-87.65386731,Upper Town
HY413379,9/6/2015 23:00,BATTERY,SIMPLE,VEHICLE-COMMERCIAL,FALSE,FALSE,08B,"(41.940842775, -87.638547362)",11:00:00,0,11, Lake View,41.94084278,-87.63854736,Upper Town
HY413388,9/6/2015 22:00,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,9,"(41.898219905, -87.733559614)",10:00:00,0,10, Humboldt Park,41.89821991,-87.73355961,West Side
HY413549,9/7/2015 4:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.888335088, -87.751688067)",4:00:00,0,4, Austin,41.88833509,-87.75168807,West Side
HY413512,9/7/2015 2:40,ROBBERY,ARMED: HANDGUN,TAXICAB,TRUE,FALSE,3,"(41.894137119, -87.715053346)",2:40:00,0,2, Humboldt Park,41.89413712,-87.71505335,West Side
HY413555,9/7/2015 3:45,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.820991085, -87.69587307)",3:45:00,0,3, Brighton Park,41.82099109,-87.69587307,Lower Town
HY413551,9/7/2015 3:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,08B,"(41.771518132, -87.583336484)",3:00:00,0,3, Parkside,41.77151813,-87.58333648,Upper Town
HY412808,9/6/2015 13:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.794058093, -87.662981413)",1:00:00,0,1, New City,41.79405809,-87.66298141,Middle City
HY413545,9/7/2015 3:41,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,ALLEY,FALSE,FALSE,15,"(41.922080938, -87.691417504)",3:41:00,0,3, Logan Square,41.92208094,-87.6914175,West Side
HY412434,9/6/2015 5:15,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,08B,"(41.912927891, -87.71015832)",5:15:00,0,5, Humboldt Park,41.91292789,-87.71015832,West Side
HY413564,9/7/2015 4:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.908543264, -87.649977652)",4:00:00,0,4, Near North Side,41.90854326,-87.64997765,Upper Town
HY413572,9/6/2015 23:30,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,3,"(41.882331547, -87.670318345)",11:30:00,0,11, Near West Side,41.88233155,-87.67031835,Upper Town
HY413561,9/7/2015 4:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,08B,"(41.855472611, -87.70130109)",4:30:00,0,4, South Lawndale,41.85547261,-87.70130109,Lower Town
HY413575,9/7/2015 4:15,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.841447527, -87.726908117)",4:15:00,0,4, South Lawndale,41.84144753,-87.72690812,Lower Town
HY413544,9/7/2015 3:27,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,FALSE,FALSE,26,"(41.75446251, -87.589695797)",3:27:00,0,3, South Shore,41.75446251,-87.5896958,Lower Town
HY413586,9/7/2015 5:30,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,6,"(41.900643281, -87.738877875)",5:30:00,0,5, Humboldt Park,41.90064328,-87.73887788,West Side
HY413495,9/7/2015 1:10,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,TRUE,FALSE,04B,"(41.752881252, -87.558467785)",1:10:00,0,1, South Shore,41.75288125,-87.55846779,Lower Town
HY413584,9/7/2015 3:51,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,6,"(41.896888586, -87.628203192)",3:51:00,0,3, Near North Side,41.89688859,-87.62820319,Upper Town
HY413543,9/7/2015 4:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,14,"(41.869175913, -87.770094311)",4:00:00,0,4, The Island,41.86917591,-87.77009431,Upper Town
HY413205,9/6/2015 10:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,FALSE,3,"(41.753123114, -87.563830192)",10:00:00,0,10, South Shore,41.75312311,-87.56383019,Lower Town
HY413527,9/7/2015 3:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,5,"(41.812584974, -87.612709611)",3:00:00,0,3, Grand Boulevard,41.81258497,-87.61270961,Middle City
HY373468,8/7/2015 16:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.975862946, -87.83911785)",4:00:00,0,4, Catherine Courts Apartments,41.97586295,-87.83911785,Upper Town
HY413013,9/6/2015 17:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,26,"(41.96685588, -87.763770587)",5:00:00,0,5, Portage Park,41.96685588,-87.76377059,Upper Town
HY412947,9/6/2015 16:05,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.940253633, -87.815380533)",4:05:00,0,4, Dunning,41.94025363,-87.81538053,Upper Town
HY413440,9/6/2015 22:55,ROBBERY,ARMED: HANDGUN,RESIDENCE,FALSE,FALSE,3,"(41.762024805, -87.685614925)",10:55:00,0,10, Chicago Lawn,41.76202481,-87.68561493,Middle City
HY413605,9/7/2015 6:45,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,6,"(41.960802892, -87.688664872)",6:45:00,0,6, North Center,41.96080289,-87.68866487,Upper Town
HY413588,9/7/2015 5:44,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,04B,"(41.92441836, -87.732366249)",5:44:00,0,5, Beat 2522,41.92441836,-87.73236625,Upper Town
HY413607,9/6/2015 22:00,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,FALSE,FALSE,14,"(41.964387333, -87.66100398)",10:00:00,0,10, Uptown,41.96438733,-87.66100398,Upper Town
HY413618,9/7/2015 7:15,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,18,"(41.897850453, -87.641970426)",7:15:00,0,7, River North,41.89785045,-87.64197043,Upper Town
HY413587,9/7/2015 4:45,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,18,"(41.708029389, -87.569290282)",4:45:00,0,4, South Deering,41.70802939,-87.56929028,East Side
HY413459,9/7/2015 1:15,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,3,"(41.881806144, -87.74622063)",1:15:00,0,1, Austin,41.88180614,-87.74622063,West Side
HY413612,9/7/2015 5:20,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,GAS STATION,TRUE,FALSE,17,"(41.793686636, -87.694104755)",5:20:00,0,5, Gage Park,41.79368664,-87.69410476,Lower Town
HY413590,9/7/2015 6:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.945837564, -87.800859758)",6:00:00,0,6, Dunning,41.94583756,-87.80085976,Upper Town
HY413524,9/7/2015 1:14,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,3,"(41.884175106, -87.768794793)",1:14:00,0,1, Austin,41.88417511,-87.76879479,West Side
HY413627,9/7/2015 7:30,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,18,"(41.76779635, -87.673606758)",7:30:00,0,7, West Englewood,41.76779635,-87.67360676,Lower Town
HY413560,9/7/2015 4:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,14,"(41.767561769, -87.575112845)",4:00:00,0,4, O'Keeffe,41.76756177,-87.57511285,Upper Town
HY413610,9/7/2015 6:00,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,3,"(41.772026655, -87.621866642)",6:00:00,0,6, Greater Grand Crossing,41.77202666,-87.62186664,Middle City
HY413596,9/7/2015 3:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.769231153, -87.569854828)",3:30:00,0,3, O'Keeffe,41.76923115,-87.56985483,Upper Town
HY413621,9/6/2015 17:00,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,6,"(41.800380772, -87.685434188)",5:00:00,0,5, Gage Park,41.80038077,-87.68543419,Lower Town
HY413523,9/7/2015 2:40,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,SIDEWALK,TRUE,FALSE,15,"(41.718624999, -87.538909468)",2:40:00,0,2, East Side,41.718625,-87.53890947,East Side
HY413646,9/7/2015 6:00,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,6,"(41.930194067, -87.734296522)",6:00:00,0,6, Hermosa,41.93019407,-87.73429652,West Side
HY413658,9/6/2015 14:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,14,"(41.68042114, -87.672856314)",2:00:00,0,2, Morgan Park,41.68042114,-87.67285631,Middle City
HY413631,9/6/2015 22:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.942789734, -87.652971663)",10:00:00,0,10, Lake View,41.94278973,-87.65297166,Upper Town
HY413634,9/6/2015 17:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.897127337, -87.702256916)",5:00:00,0,5, Humboldt Park,41.89712734,-87.70225692,West Side
HY413593,9/7/2015 6:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,TRUE,TRUE,04A,"(41.872881449, -87.760269397)",6:00:00,0,6, Austin,41.87288145,-87.7602694,West Side
HY413667,9/1/2015 23:00,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,FALSE,FALSE,14,"(41.830679187, -87.651573325)",11:00:00,0,11, Bridgeport,41.83067919,-87.65157333,Middle City
HY413606,9/7/2015 6:45,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.736240021, -87.691124418)",6:45:00,0,6, Ashburn,41.73624002,-87.69112442,Lower Town
HY413616,9/6/2015 22:30,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,04B,"(41.691583891, -87.630995465)",10:30:00,0,10, Roseland,41.69158389,-87.63099547,East Side
HY413632,9/7/2015 6:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.783831499, -87.691082382)",6:30:00,0,6, Chicago Lawn,41.7838315,-87.69108238,Middle City
HY413296,9/6/2015 22:05,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.797759293, -87.756340238)",10:05:00,0,10, Garfield Ridge,41.79775929,-87.75634024,Lower Town
HY412601,9/6/2015 10:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,08B,"(41.721180629, -87.623717187)",10:00:00,0,10, Roseland,41.72118063,-87.62371719,East Side
HY413534,9/7/2015 3:25,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.79451116, -87.729327392)",3:25:00,0,3, West Elsdon,41.79451116,-87.72932739,Lower Town
